source_id,dataset_id,dataset_version,publisher,publication_date,fieldwork_period,official_url,licence,filename,sha256,use
dsit_ukbds_2026,uk_business_data_survey,2026-06-18,Department for Science Innovation and Technology,2026-06-18,2025-10-10 to 2026-01-28,https://www.gov.uk/government/statistics/uk-business-data-survey-2026,Open Government Licence v3.0 except where otherwise stated,DSIT_UK_Business_Data_Survey_2026_tables.ods,3ad453b41eebcc2af853d3410d649761de2c4421cbe164ebdb79ca8b6f6ae53c,Published central estimates
dsit_ukbds_2026,uk_business_data_survey_confidence_limits,2026-06-18,Department for Science Innovation and Technology,2026-06-18,2025-10-10 to 2026-01-28,https://www.gov.uk/government/statistics/uk-business-data-survey-2026,Open Government Licence v3.0 except where otherwise stated,DSIT_UK_Business_Data_Survey_2026_tables_with_confidence_limits.ods,1eff1276a0073927169941664d623a42c815c619c3e1c6ca0ebf7502a9fce4ef,Central estimates and supplied 95 percent confidence limits
